perfume_id,brand,perfume_name,full_name,perfume_type,family,top_notes,middle_notes,base_notes,occasions,moods,professional_description,customer_query_example,all_notes
268,Narciso Rodriguez,Noir Elixir,Narciso Rodriguez Noir Elixir,Intense,Gourmand,"Mandarin, Cardamom","Jasmine, Gardenia, Magnolia","Labdanum, Benzoin","formal event, summer",mysterious,"Narciso Rodriguez Noir Elixir is a captivating Gourmand fragrance. It opens with vibrant notes of Mandarin and Cardamom. The heart reveals Jasmine, Gardenia and Magnolia. Base notes of Labdanum, Benzoin provide a lasting and memorable impression.",Looking for formal event fragrance with Labdanum base,"Mandarin, Cardamom, Jasmine, Gardenia, Magnolia, Labdanum, Benzoin"
269,Cartier,Love,Cartier Love,Eau de Parfum,Citrus,"Cardamom, Pear, Lime","Orange Blossom, Rose, Orchid","Patchouli, Praline, Vanilla",spring,confident,"Cartier Love is a captivating Citrus fragrance. It opens with vibrant notes of Cardamom, Pear and Lime. The heart reveals Orange Blossom, Rose and Orchid. Base notes of Patchouli, Praline, Vanilla provide a lasting and memorable impression.","Want to smell confident and confident, maybe something citrus","Cardamom, Pear, Lime, Orange Blossom, Rose, Orchid, Patchouli, Praline, Vanilla"
270,Valentino,Exotic,Valentino Exotic,Pour Homme,Woody,"Orange, Bergamot","Freesia, Iris","White Musk, Sandalwood, Vanilla",fall,elegant,"Valentino Exotic is a captivating Woody fragrance. It opens with vibrant notes of Orange and Bergamot. The heart reveals Freesia and Iris. Base notes of White Musk, Sandalwood, Vanilla provide a lasting and memorable impression.",Need woody perfume for fall and fall,"Orange, Bergamot, Freesia, Iris, White Musk, Sandalwood, Vanilla"
271,Burberry,Rouge Musk,Burberry Rouge Musk,Eau de Toilette,Aromatic,"Petitgrain, Pink Pepper, Lavender","Tuberose, Violet, Gardenia","Patchouli, Oakmoss, Vanilla",date night,"playful, elegant","Burberry Rouge Musk is a captivating Aromatic fragrance. It opens with vibrant notes of Petitgrain, Pink Pepper and Lavender. The heart reveals Tuberose, Violet and Gardenia. Base notes of Patchouli, Oakmoss, Vanilla provide a lasting and memorable impression.",Searching for a playful scent with Petitgrain,"Petitgrain, Pink Pepper, Lavender, Tuberose, Violet, Gardenia, Patchouli, Oakmoss, Vanilla"
272,Bvlgari,Passion,Bvlgari Passion,Eau de Toilette,Gourmand,"Peach, Pink Pepper, Orange, Lime","Nutmeg, Geranium","Sandalwood, White Musk, Oakmoss",summer,"sensual, luxurious","Bvlgari Passion is a captivating Gourmand fragrance. It opens with vibrant notes of Peach, Pink Pepper, Orange and Lime. The heart reveals Nutmeg and Geranium. Base notes of Sandalwood, White Musk, Oakmoss provide a lasting and memorable impression.",Need gourmand perfume for summer and summer,"Peach, Pink Pepper, Orange, Lime, Nutmeg, Geranium, Sandalwood, White Musk, Oakmoss"
273,Bvlgari,Desire,Bvlgari Desire,Elixir,Citrus,"Lavender, Pink Pepper","Ylang-ylang, Clove, Lavender","Vanilla, Cashmere Wood, Musk","romantic dinner, casual",sophisticated,"Bvlgari Desire is a captivating Citrus fragrance. It opens with vibrant notes of Lavender and Pink Pepper. The heart reveals Ylang-ylang, Clove and Lavender. Base notes of Vanilla, Cashmere Wood, Musk provide a lasting and memorable impression.",Need citrus perfume for romantic dinner and casual,"Lavender, Pink Pepper, Ylang-ylang, Clove, Lavender, Vanilla, Cashmere Wood, Musk"
274,Creed,Enigma,Creed Enigma,Elixir,Gourmand,"Rose, Orange, Pear","Rose, Orchid, Jasmine","Oakmoss, Cocoa, Leather",spring,"fresh, warm","Creed Enigma is a captivating Gourmand fragrance. It opens with vibrant notes of Rose, Orange and Pear. The heart reveals Rose, Orchid and Jasmine. Base notes of Oakmoss, Cocoa, Leather provide a lasting and memorable impression.",Need gourmand perfume for spring and spring,"Rose, Orange, Pear, Rose, Orchid, Jasmine, Oakmoss, Cocoa, Leather"
275,Versace,Kiss,Versace Kiss,Intense,Chypre,"Mint, Saffron, Orange","Orchid, Iris","Leather, Patchouli, Musk","party, spring","mysterious, elegant","Versace Kiss is a captivating Chypre fragrance. It opens with vibrant notes of Mint, Saffron and Orange. The heart reveals Orchid and Iris. Base notes of Leather, Patchouli, Musk provide a lasting and memorable impression.",Looking for party fragrance with Leather base,"Mint, Saffron, Orange, Orchid, Iris, Leather, Patchouli, Musk"
276,Hermès,Vanilla,Hermès Vanilla,Absolu,Gourmand,"Apple, Pink Pepper, Lavender, Mandarin","Gardenia, Freesia, Orange Blossom","Tonka Bean, Cocoa","night out, summer",sensual,"Hermès Vanilla is a captivating Gourmand fragrance. It opens with vibrant notes of Apple, Pink Pepper, Lavender and Mandarin. The heart reveals Gardenia, Freesia and Orange Blossom. Base notes of Tonka Bean, Cocoa provide a lasting and memorable impression.","I love Gardenia and Apple, what should I get?","Apple, Pink Pepper, Lavender, Mandarin, Gardenia, Freesia, Orange Blossom, Tonka Bean, Cocoa"
277,Hermès,Crystal Mystère,Hermès Crystal Mystère,Eau de Toilette,Aromatic,"Bergamot, Basil, Saffron, Cardamom","Clove, Iris, Geranium","Benzoin, Cedar","summer, casual",luxurious,"Hermès Crystal Mystère is a captivating Aromatic fragrance. It opens with vibrant notes of Bergamot, Basil, Saffron and Cardamom. The heart reveals Clove, Iris and Geranium. Base notes of Benzoin, Cedar provide a lasting and memorable impression.",Looking for summer fragrance with Benzoin base,"Bergamot, Basil, Saffron, Cardamom, Clove, Iris, Geranium, Benzoin, Cedar"
278,Paco Rabanne,Essence,Paco Rabanne Essence,Eau de Parfum,Fresh,"Cardamom, Lemon, Saffron, Pear","Peony, Clove, Magnolia","Vanilla, Cashmere Wood, Labdanum",summer,"sophisticated, mysterious","Paco Rabanne Essence is a captivating Fresh fragrance. It opens with vibrant notes of Cardamom, Lemon, Saffron and Pear. The heart reveals Peony, Clove and Magnolia. Base notes of Vanilla, Cashmere Wood, Labdanum provide a lasting and memorable impression.",Searching for a sophisticated scent with Cardamom,"Cardamom, Lemon, Saffron, Pear, Peony, Clove, Magnolia, Vanilla, Cashmere Wood, Labdanum"
279,Creed,Enigma Noir,Creed Enigma Noir,Eau de Parfum,Citrus,"Bergamot, Saffron","Gardenia, Clove, Geranium","Musk, Labdanum","office, casual",energetic,"Creed Enigma Noir is a captivating Citrus fragrance. It opens with vibrant notes of Bergamot and Saffron. The heart reveals Gardenia, Clove and Geranium. Base notes of Musk, Labdanum provide a lasting and memorable impression.",I want something like Creed but more energetic,"Bergamot, Saffron, Gardenia, Clove, Geranium, Musk, Labdanum"
280,Hugo Boss,Jasmine,Hugo Boss Jasmine,Absolu,Aromatic,"Mint, Basil, Lemon","Gardenia, Lavender","Vetiver, Patchouli, Ambergris",casual,elegant,"Hugo Boss Jasmine is a captivating Aromatic fragrance. It opens with vibrant notes of Mint, Basil and Lemon. The heart reveals Gardenia and Lavender. Base notes of Vetiver, Patchouli, Ambergris provide a lasting and memorable impression.",What has Vetiver and works for casual?,"Mint, Basil, Lemon, Gardenia, Lavender, Vetiver, Patchouli, Ambergris"
281,Burberry,Rouge Vanilla,Burberry Rouge Vanilla,Intense,Fresh,"Lemon, Rose","Nutmeg, Peony, Honeysuckle","Leather, Vanilla",summer,"bold, playful","Burberry Rouge Vanilla is a captivating Fresh fragrance. It opens with vibrant notes of Lemon and Rose. The heart reveals Nutmeg, Peony and Honeysuckle. Base notes of Leather, Vanilla provide a lasting and memorable impression.",Need fresh perfume for summer and summer,"Lemon, Rose, Nutmeg, Peony, Honeysuckle, Leather, Vanilla"
282,Le Labo,Wild,Le Labo Wild,Eau de Parfum,Woody,"Rose, Orange, Mint, Mandarin","Violet, Geranium, Iris","Patchouli, Sandalwood","romantic dinner, office","playful, energetic","Le Labo Wild is a captivating Woody fragrance. It opens with vibrant notes of Rose, Orange, Mint and Mandarin. The heart reveals Violet, Geranium and Iris. Base notes of Patchouli, Sandalwood provide a lasting and memorable impression.",Searching for a playful scent with Rose,"Rose, Orange, Mint, Mandarin, Violet, Geranium, Iris, Patchouli, Sandalwood"
283,Viktor & Rolf,Silver,Viktor & Rolf Silver,Eau de Parfum,Green,"Lavender, Cardamom","Orchid, Clove","Oakmoss, Cashmere Wood",office,"fresh, dreamy","Viktor & Rolf Silver is a captivating Green fragrance. It opens with vibrant notes of Lavender and Cardamom. The heart reveals Orchid and Clove. Base notes of Oakmoss, Cashmere Wood provide a lasting and memorable impression.",I'm looking for something fresh for office,"Lavender, Cardamom, Orchid, Clove, Oakmoss, Cashmere Wood"
284,Marc Jacobs,Crystal Passion,Marc Jacobs Crystal Passion,Unisex,Aromatic,"Pink Pepper, Peach, Mint, Petitgrain","Honeysuckle, Jasmine","Vetiver, Patchouli",wedding,"dreamy, luxurious","Marc Jacobs Crystal Passion is a captivating Aromatic fragrance. It opens with vibrant notes of Pink Pepper, Peach, Mint and Petitgrain. The heart reveals Honeysuckle and Jasmine. Base notes of Vetiver, Patchouli provide a lasting and memorable impression.",I'm looking for something dreamy for wedding,"Pink Pepper, Peach, Mint, Petitgrain, Honeysuckle, Jasmine, Vetiver, Patchouli"
285,Byredo,Black,Byredo Black,Eau de Parfum,Woody,"Neroli, Jasmine, Petitgrain, Cardamom","Ylang-ylang, Magnolia","White Musk, Praline",wedding,"romantic, fresh","Byredo Black is a captivating Woody fragrance. It opens with vibrant notes of Neroli, Jasmine, Petitgrain and Cardamom. The heart reveals Ylang-ylang and Magnolia. Base notes of White Musk, Praline provide a lasting and memorable impression.",Searching for a romantic scent with Neroli,"Neroli, Jasmine, Petitgrain, Cardamom, Ylang-ylang, Magnolia, White Musk, Praline"
286,Hugo Boss,Femme Elixir,Hugo Boss Femme Elixir,Extreme,Aquatic,"Neroli, Lemon, Basil, Pink Pepper","Lavender, Freesia","Leather, Musk, Incense","beach day, night out",warm,"Hugo Boss Femme Elixir is a captivating Aquatic fragrance. It opens with vibrant notes of Neroli, Lemon, Basil and Pink Pepper. The heart reveals Lavender and Freesia. Base notes of Leather, Musk, Incense provide a lasting and memorable impression.",I want something like Hugo Boss but more warm,"Neroli, Lemon, Basil, Pink Pepper, Lavender, Freesia, Leather, Musk, Incense"
287,Yves Saint Laurent,Desire Intense,Yves Saint Laurent Desire Intense,Intense,Chypre,"Orange, Saffron","Tuberose, Cardamom","Ambergris, Cashmere Wood",wedding,"fresh, bold","Yves Saint Laurent Desire Intense is a captivating Chypre fragrance. It opens with vibrant notes of Orange and Saffron. The heart reveals Tuberose and Cardamom. Base notes of Ambergris, Cashmere Wood provide a lasting and memorable impression.",What has Ambergris and works for wedding?,"Orange, Saffron, Tuberose, Cardamom, Ambergris, Cashmere Wood"
288,Paco Rabanne,Bleu,Paco Rabanne Bleu,Absolu,Citrus,"Rose, Mint, Cardamom, Lime","Ylang-ylang, Peony, Gardenia","Musk, Sandalwood, Ambergris",spring,"elegant, romantic","Paco Rabanne Bleu is a captivating Citrus fragrance. It opens with vibrant notes of Rose, Mint, Cardamom and Lime. The heart reveals Ylang-ylang, Peony and Gardenia. Base notes of Musk, Sandalwood, Ambergris provide a lasting and memorable impression.","I love Ylang-ylang and Rose, what should I get?","Rose, Mint, Cardamom, Lime, Ylang-ylang, Peony, Gardenia, Musk, Sandalwood, Ambergris"
289,Hugo Boss,Musk Pure,Hugo Boss Musk Pure,Parfum,Green,"Jasmine, Cardamom, Pink Pepper","Gardenia, Nutmeg","Benzoin, Tobacco, Cocoa",romantic dinner,"confident, bold","Hugo Boss Musk Pure is a captivating Green fragrance. It opens with vibrant notes of Jasmine, Cardamom and Pink Pepper. The heart reveals Gardenia and Nutmeg. Base notes of Benzoin, Tobacco, Cocoa provide a lasting and memorable impression.",Need green perfume for romantic dinner and romantic dinner,"Jasmine, Cardamom, Pink Pepper, Gardenia, Nutmeg, Benzoin, Tobacco, Cocoa"
290,Paco Rabanne,Exotic Homme,Paco Rabanne Exotic Homme,Elixir,Gourmand,"Mint, Pink Pepper, Cardamom, Rose","Cardamom, Tuberose, Peony","Oakmoss, Benzoin, Vanilla","romantic dinner, summer",bold,"Paco Rabanne Exotic Homme is a captivating Gourmand fragrance. It opens with vibrant notes of Mint, Pink Pepper, Cardamom and Rose. The heart reveals Cardamom, Tuberose and Peony. Base notes of Oakmoss, Benzoin, Vanilla provide a lasting and memorable impression.",I'm looking for something bold for romantic dinner,"Mint, Pink Pepper, Cardamom, Rose, Cardamom, Tuberose, Peony, Oakmoss, Benzoin, Vanilla"
291,Paco Rabanne,Crystal,Paco Rabanne Crystal,Unisex,Floral,"Saffron, Petitgrain, Blackcurrant, Mint","Orange Blossom, Lavender, Iris","Labdanum, Patchouli",casual,relaxed,"Paco Rabanne Crystal is a captivating Floral fragrance. It opens with vibrant notes of Saffron, Petitgrain, Blackcurrant and Mint. The heart reveals Orange Blossom, Lavender and Iris. Base notes of Labdanum, Patchouli provide a lasting and memorable impression.",Looking for casual fragrance with Labdanum base,"Saffron, Petitgrain, Blackcurrant, Mint, Orange Blossom, Lavender, Iris, Labdanum, Patchouli"
292,Yves Saint Laurent,Crystal,Yves Saint Laurent Crystal,Pour Femme,Gourmand,"Lavender, Jasmine, Bergamot, Blackcurrant","Orchid, Clove","Praline, Cocoa","date night, wedding",mysterious,"Yves Saint Laurent Crystal is a captivating Gourmand fragrance. It opens with vibrant notes of Lavender, Jasmine, Bergamot and Blackcurrant. The heart reveals Orchid and Clove. Base notes of Praline, Cocoa provide a lasting and memorable impression.",I'm looking for something mysterious for date night,"Lavender, Jasmine, Bergamot, Blackcurrant, Orchid, Clove, Praline, Cocoa"
293,Bvlgari,Midnight Kiss,Bvlgari Midnight Kiss,Extreme,Aromatic,"Lavender, Basil","Clove, Orchid, Cardamom","Musk, Oakmoss","evening, formal event",relaxed,"Bvlgari Midnight Kiss is a captivating Aromatic fragrance. It opens with vibrant notes of Lavender and Basil. The heart reveals Clove, Orchid and Cardamom. Base notes of Musk, Oakmoss provide a lasting and memorable impression.",Need aromatic perfume for evening and formal event,"Lavender, Basil, Clove, Orchid, Cardamom, Musk, Oakmoss"
294,Jo Malone,Homme Pure,Jo Malone Homme Pure,Intense,Citrus,"Grapefruit, Rose, Pear","Iris, Orchid","Oakmoss, White Musk, Labdanum",winter,elegant,"Jo Malone Homme Pure is a captivating Citrus fragrance. It opens with vibrant notes of Grapefruit, Rose and Pear. The heart reveals Iris and Orchid. Base notes of Oakmoss, White Musk, Labdanum provide a lasting and memorable impression.","Need a perfume with Grapefruit smell, good for winter","Grapefruit, Rose, Pear, Iris, Orchid, Oakmoss, White Musk, Labdanum"
295,Valentino,Noir Paradise,Valentino Noir Paradise,Eau de Toilette,Chypre,"Lavender, Neroli","Rose, Violet, Iris","Amber, Tonka Bean",beach day,elegant,"Valentino Noir Paradise is a captivating Chypre fragrance. It opens with vibrant notes of Lavender and Neroli. The heart reveals Rose, Violet and Iris. Base notes of Amber, Tonka Bean provide a lasting and memorable impression.","Want to smell elegant and elegant, maybe something chypre","Lavender, Neroli, Rose, Violet, Iris, Amber, Tonka Bean"
296,Lancôme,Black Jasmine,Lancôme Black Jasmine,Elixir,Citrus,"Rose, Lime, Peach, Lavender","Violet, Peony, Honeysuckle","Vanilla, Sandalwood","date night, romantic dinner",sophisticated,"Lancôme Black Jasmine is a captivating Citrus fragrance. It opens with vibrant notes of Rose, Lime, Peach and Lavender. The heart reveals Violet, Peony and Honeysuckle. Base notes of Vanilla, Sandalwood provide a lasting and memorable impression.",Looking for date night fragrance with Vanilla base,"Rose, Lime, Peach, Lavender, Violet, Peony, Honeysuckle, Vanilla, Sandalwood"
297,Jo Malone,Dream Pure,Jo Malone Dream Pure,Unisex,Green,"Lime, Grapefruit, Lemon","Ylang-ylang, Freesia","Ambergris, Cedar, Tonka Bean","daily wear, spring",fresh,"Jo Malone Dream Pure is a captivating Green fragrance. It opens with vibrant notes of Lime, Grapefruit and Lemon. The heart reveals Ylang-ylang and Freesia. Base notes of Ambergris, Cedar, Tonka Bean provide a lasting and memorable impression.","Something perfect for daily wear, makes me feel fresh","Lime, Grapefruit, Lemon, Ylang-ylang, Freesia, Ambergris, Cedar, Tonka Bean"
298,Gucci,Nectar Elixir,Gucci Nectar Elixir,Elixir,Citrus,"Petitgrain, Mandarin","Cinnamon, Lily, Cardamom","Cocoa, Vetiver",evening,"warm, elegant","Gucci Nectar Elixir is a captivating Citrus fragrance. It opens with vibrant notes of Petitgrain and Mandarin. The heart reveals Cinnamon, Lily and Cardamom. Base notes of Cocoa, Vetiver provide a lasting and memorable impression.",Looking for evening fragrance with Cocoa base,"Petitgrain, Mandarin, Cinnamon, Lily, Cardamom, Cocoa, Vetiver"
299,Jean Paul Gaultier,Oud,Jean Paul Gaultier Oud,Pour Femme,Green,"Petitgrain, Orange, Cardamom, Blackcurrant","Gardenia, Geranium","Oakmoss, Praline, Ambergris","romantic dinner, wedding","luxurious, mysterious","Jean Paul Gaultier Oud is a captivating Green fragrance. It opens with vibrant notes of Petitgrain, Orange, Cardamom and Blackcurrant. The heart reveals Gardenia and Geranium. Base notes of Oakmoss, Praline, Ambergris provide a lasting and memorable impression.",I'm looking for something luxurious for romantic dinner,"Petitgrain, Orange, Cardamom, Blackcurrant, Gardenia, Geranium, Oakmoss, Praline, Ambergris"
